rxn,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800
[H:1].[O:2][O:3]>>[H:1][O:2].[O:3],5.639545141765805,7.471024615385784,8.844634220600765,9.912997246879085,10.767687667901741,11.466979830556642,12.049723299435726,12.542813926948797,12.965463036245716,13.33175893096971,13.652267838853206,13.935069816397467,14.186449351992366
[H:1][H:2].[O:3]>>[H:1][O:3].[H:2],8.822847746975093,9.988300848978774,10.910232757434926,11.664471421641997,12.297590365652015,12.83991011889616,13.312098473097306,13.72877771443389,14.100616181668535,14.435601305911677,14.73984654505035,15.018120803860253,15.274206229755157
[H:3][H:4].[O:1][H:2]>>[H:3].[O:1]([H:2])[H:4],11.732636809978004,12.570137890744958,13.198263701320172,13.686805998434227,14.077639836125472,14.397412976054673,14.663890592662339,14.889371652868826,15.082641133045817,15.250141349199206,15.396704038333423,15.526024058157732,15.64097518689045
[O:1]([H:2])[H:3].[O:4]>>[H:2][O:4].[O:1][H:3],2.5354755040709436,4.593803297897781,6.168082067480862,7.416249797556701,8.433756466091525,9.281778753267641,10.001390923649259,10.621229283979131,11.161891199775502,11.638586059869505,12.062799331083134,12.443373949477643,12.787234342500293
[H:1][H:2]>>[H:1].[H:2],-51.245739819143246,-38.95295093798727,-29.758445012975997,-22.626658027028338,-16.936816160256033,-12.294239566687592,-8.436046456727663,-5.180406292455268,-2.3975574920287532,0.007572454472340769,2.1062234956397154,3.9528239992966894,5.589668863654076
[O:1].[O:2]>>[O:1][O:2],19.343689145954645,19.266613806041015,19.199848109728755,19.140956591900565,19.08827633407165,19.040621244169486,18.99711555567467,18.957094201837904,18.920040215761045,18.885543780017567,18.85327451944878,18.822962208540567,18.79438300162059
[H:1].[O:2]>>[H:1][O:2],22.784628265226342,22.63047758539908,22.496946192774562,22.379163157118178,22.27380264146035,22.178492461656024,22.091481084666395,22.01143837699286,21.937330404839138,21.868337533352186,21.803799012214615,21.74317439039818,21.68601597655823
[H:1].[O:2][H:3]>>[H:1][O:2][H:3],25.300265145967806,24.99196378631329,24.724901001064243,24.48933492975148,24.278613898435825,24.087993538827174,23.913970784847915,23.753885369500843,23.605669425193398,23.467683682219494,23.338606639944352,23.217357396311485,23.103040568631588
[H:1].[O:2][O:3]>>[H:1][O:2][O:3],18.167026825858642,18.23485312498264,18.293606937737426,18.345431473426235,18.391790100315678,18.43372657942958,18.47201158530502,18.507230376681374,18.539837884429012,18.57019474788327,18.598591697183803,18.625266530783033,18.65041623287261
[H:1].[O:2][O:3][H:4]>>[H:1][O:2].[O:3][H:4],17.82781203510892,17.863157216629126,17.889666102769283,17.910284125322736,17.9267785433655,17.94027397630958,17.951520170429646,17.96103618083893,17.96919276118975,17.97626179749379,17.982447204259827,17.98790491611221,17.992756215536556
[H:1].[O:2][O:3][H:4]>>[H:1][H:4].[O:2][O:3],15.804779504918189,16.038101743924315,16.232499031701575,16.398778006756807,16.543859403165726,16.67242429349049,16.787777586100823,16.89233458348328,16.987911298730346,17.075905989101354,17.157417191725155,17.23332305500395,17.304336193060703
[O:1].[O:2][O:3][H:4]>>[O:1][H:4].[O:2][O:3],17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966,17.296750647299966
[O:1][H:2].[O:3][O:4][H:5]>>[O:1]([H:2])[H:5].[O:3][O:4],16.678118957226733,16.54716206434,16.448944394674946,16.37255287382435,16.311439657143875,16.261437934405304,16.21976983212316,16.184512207115194,16.154291385679795,16.128100007102447,16.105182550847267,16.084961265916228,16.06698679042197
[O:1][H:2].[O:3][O:4][H:5]>>[O:1]([H:2])[H:5].[O:3][O:4],10.757775638657172,12.067344567524525,13.04952126417504,13.813436472680994,14.42456863948576,14.924585866871476,15.341266889692905,15.693843139772579,15.996051354126582,16.25796513990005,16.487139702451838,16.68935255176224,16.869097306704816
[O:1][O:2][H:3].[O:4][O:5][H:6]>>[H:3][O:4][O:5][H:6].[O:1][O:2],9.16060262818191,10.483470930434832,11.475622157124524,12.247295333438728,12.864633874490092,13.369729044441208,13.790641686067138,14.146798536673693,14.452075837193599,14.716649497644184,14.948151450538445,15.152417879562792,15.333988038695546
[O:1][O:2][H:3].[O:4][O:5][H:6]>>[H:3][O:4][O:5][H:6].[O:1][O:2],13.336506555664005,13.167688383589521,13.041074754533659,12.942597487490211,12.863815673855452,12.799357826336104,12.745642953403314,12.700191907075569,12.661233867366072,12.627470232951175,12.597927052838141,12.5718595409737,12.548688419316417
[O:1]([O:2][H:4])[H:3]>>[O:1][H:3].[O:2][H:4],-6.80434341212274,-0.8247866005202458,3.6760075526603013,7.189157984609862,10.009699008588957,12.325609901229525,14.262363249534094,15.906930470990496,17.321509461257605,18.551767285547456,19.631995664528915,20.588449332949864,21.44157324654907
[H:5].[O:1]([O:2][H:4])[H:3]>>[O:1]([H:3])[H:5].[O:2][H:4],13.668086485082682,14.143748758422426,14.500495463427233,14.777965122875417,14.999940850433964,15.181557354800047,15.332904441771783,15.460967361517099,15.570735578441655,15.665868033109604,15.749108930944058,15.822556781974459,15.887843760668149
[H:5].[O:1]([O:2][H:4])[H:3]>>[H:3][H:5].[O:1][O:2][H:4],11.340542534251497,12.213578261947385,12.88627344047338,13.423406087386462,13.86424629204965,14.23403985376745,14.549787382351644,14.823376064451349,15.063380586113217,15.276150467173894,15.466493871688476,15.638122802366977,15.79395171297321
