rxn,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800
[H:1].[O:2][O:3]>>[H:1][O:2].[O:3],5.413530602429003,7.351848846386464,8.793564294526572,9.905554665172044,10.787675989222368,11.503301410438258,12.094565569698709,12.590559737882492,13.012007138595395,13.37406359185196,13.688065080439921,13.96265669708751,14.204544057299941
[H:1][H:2].[O:3]>>[H:1][O:3].[H:2],8.939944885574315,10.106188454384181,11.029250764427594,11.78478638844432,12.419276922916044,12.962992070184114,13.43657083955311,13.854619116922962,14.227796041724842,14.564084141394865,14.869594576789655,15.149095551273453,15.406369486934135
[H:3][H:4].[O:1][H:2]>>[H:3].[O:1]([H:2])[H:4],11.93822651050186,12.581956656072585,13.091811023209289,13.509391601485508,13.860268535676889,14.161099907175291,14.423247919757857,14.654756190391858,14.861496755812801,15.047868515564412,15.217240140812669,15.3722407829883,15.514956621871347
[O:1][H:2].[O:3][H:4]>>[O:1]([H:2])[H:4].[O:3],13.896637822866397,14.01379154595135,14.144660956874851,14.279868962491566,14.414757176103464,14.546974951660937,14.675363376458627,14.799402207201913,14.918921053793813,15.033942363662403,15.144593430404992,15.251056007481276,15.35353707600101
[H:1].[H:2]>>[H:1][H:2],21.810704825016394,21.656554145189137,21.523022752564614,21.40523971690823,21.299879201250405,21.20456902144608,21.11755764445645,21.037514936782912,20.963406964629193,20.89441409314224,20.82987557200467,20.769250950188233,20.712092536348287
[H:1].[H:2].[H:3][H:4]>>[H:1][H:2].[H:3][H:4],21.38491771414699,21.292427306250634,21.21230847067592,21.14163864928209,21.078422339887393,21.0212362320048,20.96902940581102,20.9210037812069,20.876538997914665,20.835143275022496,20.796420162339952,20.76004538925009,20.725750340946124
[H:1].[H:2].[O:3]([H:4])[H:5]>>[H:1][H:2].[O:3]([H:4])[H:5],23.664487294410776,23.471798944626702,23.30488470384605,23.15765590927557,23.025955264703285,22.90681753994788,22.798053318710842,22.697999934118922,22.60536496892677,22.51912387956808,22.438450728146115,22.362669950875574,22.29122193357564
[H:1].[H:2].[O:3]=[C:4]=[O:5]>>[H:1][H:2].[O:3]=[C:4]=[O:5],21.147080083722773,20.838778724068256,20.57171593881921,20.336149867506442,20.125428836190792,19.93480847658214,19.760785722602883,19.60070030725581,19.452484362948365,19.31449861997446,19.18542157769932,19.06417233406645,18.94985550638655
[H:1].[O:2][H:3]>>[H:1][O:2][H:3],25.529106718396655,25.220805358742137,24.95374257349309,24.718176502180324,24.507455470864674,24.316835111256022,24.142812357276764,23.98272694192969,23.834510997622246,23.696525254648343,23.5674482123732,23.446198968740333,23.331882141060433
[H:1].[O:2]>>[H:1][O:2],23.477775445786286,23.32362476595903,23.190093373334506,23.072310337678122,22.966949822020297,22.87163964221597,22.784628265226342,22.704585557552804,22.63047758539908,22.561484713912133,22.496946192774562,22.436321570958125,22.379163157118178
[O:1].[O:2]>>[O:1][O:2],19.11382792451231,18.959677244685054,18.82614585206053,18.708362816404147,18.60300230074632,18.507692120941996,18.420680743952367,18.34063803627883,18.266530064125106,18.197537192638155,18.132998671500584,18.07237404968415,18.0152156358442
[H:1].[O:2][O:3]>>[H:1][O:2][O:3],18.262532489975975,18.330358789099968,18.38911260185476,18.440937137543568,18.48729576443301,18.529232243546915,18.56751724942235,18.602736040798707,18.635343548546345,18.665700412000604,18.694097361301136,18.720772194900366,18.745921896989945
[H:1][H:2].[O:3][O:4]>>[H:1].[H:2][O:3][O:4],-29.83328049991657,-23.047933924052288,-17.9153285669134,-13.889421957585421,-10.641607436129133,-7.96214945214274,-5.710810508158243,-3.7902171464303778,-2.1306129182162414,-0.6806936675195755,0.5981306994809342,1.7354558264833782,2.754367067020914
[O:1][H:2].[O:3][H:4]>>[O:1]([H:2])[O:3][H:4],16.158176786846635,16.101141035310548,16.051734420039477,16.008154696846614,15.969171306053218,15.933906539525617,15.901712330039455,15.872096528200245,15.84467657850337,15.819149216053196,15.795269963232295,15.772838853160215,15.751690240039434
[H:1].[O:2][O:3][H:4]>>[H:1][O:2][H:4].[O:3],14.631509474356882,14.711904785543522,14.772201268933504,14.819098533792378,14.856616345679479,14.887312737223468,14.912893063510127,14.934537954983453,14.953090719103448,14.969169781340776,14.983238960798438,14.995652942672846,15.006687593227875
[H:1].[O:2][O:3][H:4]>>[H:1][O:2].[O:3][H:4],17.883580398188457,17.918925579708667,17.945434465848823,17.966052488402276,17.98254690644504,17.99604233938912,18.007288533509186,18.01680454391847,18.02496112426929,18.03203016057333,18.038215567339368,18.04367327919175,18.048524578616092
[O:1].[O:2][O:3][H:4]>>[O:1][H:4].[O:2][O:3],17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821,17.50439001207821
[O:1][O:2][H:3].[O:4][O:5][H:6]>>[H:3][O:4][O:5][H:6].[O:1][O:2],13.142369462134562,12.947072357463584,12.800599528960351,12.686676217902281,12.595537569055825,12.520969583635997,12.45882959578614,12.406249606067032,12.361181043450653,12.322121622516457,12.287944629199036,12.257788458624841,12.23098297367
